156139.0202.wav|저희가 이번에 사우디 갔다 왔지만 우리 진짜 공연 하는 거 좋아하는 것 같아요
156139.0203.wav|너무 재밌어요 그냥 같이 이렇게
156139.0204.wav|그런 것도 재밌고 여러분이랑 이렇게 노는 것도 너무 좋은데
156139.0205.wav|제가 공연 하고 있는데
156139.0206.wav|옆에서 멤버들이 막 되게 좋아하고 있는 모습 보면 막
156139.0207.wav|제가 신나고 이런 것도 있는 것 같아요
"156139.0208.wav|그냥 같이 좋은 시너지 받는 거겠죠, 그게"
156139.0209.wav|그런 것도 너무 좋아요
156139.0210.wav|못 오시는 분도 계시구나
156139.0211.wav|저희 또 공연 하니까
156139.0212.wav|다음에 봐요
156139.0213.wav|여러분은 저희 단체 무대 하는 것 중에서 어떤 무대가 제일 좋아요?
156139.0214.wav|단체 무대 하는 거 중에서
156139.0215.wav|여러분들이 좋아하는 단체 무대가 어떤 건지 되게 궁금했어요
156139.0216.wav|춤추는 것도 괜찮고
156139.0217.wav|첫 스타트?
156139.0218.wav|다 좋아요?
156139.0219.wav|고를 수가 없어요? 이거 감동인데?
"156139.0220.wav|'So What', '흥탄소년단'"
156139.0221.wav|'Dionysus'
156139.0222.wav|'Miss Right'
156139.0223.wav|'Miss Right'은 진짜 무대한 지 오래됐는데
"156139.0224.wav|'피 땀 눈물', 'Dionysus'"
156139.0225.wav|'소우주'
156139.0226.wav|되게 좋아하는 무대가 되게 다양하시네
156139.0227.wav|'Born Singer'도 있네
156139.0228.wav|'Born Singer' 'Born Singer'도 함부로 부르면 안 되죠
156139.0229.wav|너무 저희 잘 울어서
156139.0230.wav|함부로 부르면 안 돼요
"156139.0231.wav|'Dionysus', 'DNA', 'FAKE LOVE', '이사'"
"156139.0232.wav|'이사'도 있고 '하루만', 'IDOL'"
156139.0233.wav|'봄날'
156139.0234.wav|저는
"156139.0235.wav|글쎄요, 제가 제일 좋아하는 무대는"
156139.0236.wav|저는
156139.0237.wav|저도 다 좋아하는데
156139.0238.wav|저는
156139.0239.wav|지금 콘서트에서
156139.0240.wav|단체 무대 중에 꼽자면
156139.0241.wav|처음부터 한번 가보자 일단 'Dionysus'
156139.0242.wav|그리고
156139.0243.wav|쭉쭉쭉
"156139.0244.wav|그리고 'Dionysus', 'IDOL', '소우주' 이렇게 제일 좋아하는 것 같아요 다 좋아하는데"
156139.0245.wav|일단 'Dionysus' 같이 뭔가
156139.0246.wav|'Dionysus'를 하면
156139.0247.wav|뭐라고 해야 되지? 뭔가 사람이 되게 전투적으로 된다고 해야 되나?
"156139.0248.wav|밑에서, 뒤에서 준비하고 있는데 사람이 되게 전투적으로 돼요"
156139.0249.wav|막
156139.0250.wav|우리가 간다 이런 느낌? 저희가
156139.0251.wav|그...
156139.0252.wav|이렇게 의자가 있단 말이에요
156139.0253.wav|이렇게 의자가 있거든요?
156139.0254.wav|여기 뒤에서 이렇게 의자 이렇게 있으면
156139.0255.wav|뒤에 하나씩 이렇게 숨어서 멤버들이랑 막 이렇게 앉아있어요
156139.0256.wav|그러면 뭔가
156139.0257.wav|인이어를 끼고 있으니까
156139.0258.wav|뭐 되게 전투적으로 된다고 해야 하나?
"156139.0259.wav|막 우리가 간다, 막 이런 거?"
156139.0260.wav|들렸나?
156139.0261.wav|그래서 저 뒤에 있으면 되게
156139.0262.wav|눈에서 막 불 나올 것 같아
156139.0263.wav|막 이러면서
156139.0264.wav|그래서 'Dionysus' 무대도 되게 좋아하고요
156139.0265.wav|춤도 너무 멋있는 것 같아서 내가 봐도 멋있어
156139.0266.wav|그래서 우리가 되게 멋있다 이런 생각이 드는 것 같고
156139.0267.wav|'IDOL'은
"156139.0268.wav|'IDOL' 진짜 너무 재밌어요 그 노래는, 뭐라 해야 하지?"
156139.0269.wav|좀...
156139.0270.wav|이거는 노래 듣고 춤을 안 출 수가 없는 노래라고 해야 하나?
"156139.0271.wav|막, 막"
156139.0272.wav|심취하게 되는 노래인 것 같아요 신나서
156139.0273.wav|그래서
156139.0274.wav|'IDOL'은 진짜 좋아해요
156139.0275.wav|'IDOL' 무대하는 거 너무 좋고
156139.0276.wav|그리고 '소우주'는
156139.0277.wav|가사도 너무 예쁘고
156139.0278.wav|이 전 투어부터
156139.0279.wav|그 전 투어가 'Answer'였죠?
156139.0280.wav|'Answer'도 너무 좋았고 엔딩곡으로 너무 예쁜 것 같아요
156139.0281.wav|'소우주'도 너무 예쁘고
156139.0282.wav|말도 예쁘고 노래도 예쁘고
156139.0283.wav|'Answer'도 제가 진짜 좋아했는데
156139.0284.wav|그래서 좋아요
156139.0285.wav|'소우주'도 너무 좋고
156139.0286.wav|어쩜 이 밤의 표정은 이토록 또 아름다운 건
156139.0287.wav|밤의 표정이 왜 이렇게 아름답냬요
156139.0288.wav|어떻게 그런 말을 하지?
156139.0289.wav|충격적이에요
156139.0290.wav|그리고 그 'Answer'에서도
156139.0291.wav|'Answer' 나 뭐야 그.
156139.0292.wav|저 수많은 별을 맞기 위해
156139.0293.wav|난 떨어졌던가
156139.0294.wav|저 수천 개 찬란한 화살의 과녁은
"156139.0295.wav|진짜 예뻐요, 말이"
156139.0296.wav|그래서 너무 좋아해요
156139.0297.wav|저희가 이제 이번에 휴가 끝나고 모였는데
156139.0298.wav|별이 진짜 많았어요
156139.0299.wav|근데 그 별 보면서
156139.0300.wav|별이 진짜 많았어요 정말
156139.0301.wav|떨어질 것 같이 많더라고요
156139.0302.wav|보는데 그 'Answer' 노래가 자꾸 귀에 들리는 거예요
156139.0303.wav|근데 저는 무대에서 제가 부르는 파트잖아요
156139.0304.wav|그냥 이렇게 부르잖아요 근데 그 별 보는 것도 진짜 예쁜데
156139.0305.wav|아미밤이 무대 위에서 보면 진짜 예쁘거든요
156139.0306.wav|진짜 막 별 같아요
156139.0307.wav|이렇게 조명은 우리만 이렇게 하고 있으니까
156139.0308.wav|껌껌한데 아미밤이
156139.0309.wav|진짜 예쁘거든요 그게 진짜 감동적이에요
156139.0310.wav|그래서 제가 부를 때 '저 수많은 별' 할 때
156139.0311.wav|저 별이라는 게 여러분이잖아요
156139.0312.wav|그래서 되게 부를 때도 엄청 소름 돋거든요?
156139.0313.wav|그런데 별 보는데 갑자기 그 노래랑 제가 보던 그 여러분들을 보던 그 광경이
156139.0314.wav|딱 이렇게 갑자기 들리고 보이면서 엄청 코가 찡했죠
156139.0315.wav|그래서 너무 행복했었던 기억이 있네요
156139.0316.wav|그래서 그런 건지 모르겠지만 저는 별을 진짜 좋아해요
156139.0317.wav|안 그래도 별 좋아하는데
156139.0318.wav|뭔가 별에 관련된 더 좋은 기억이나 생각이나 말들을 듣고 느꼈던 것 같아서
156139.0319.wav|별을 보거나 하는 거를 더 좋아하게 된 것 같아요
"156139.0320.wav|네, 그렇습니다"
156139.0321.wav|갑자기 떠들었네
156139.0322.wav|밤하늘 좋아해요
156139.0323.wav|저는 밤바다 보러 가는 것도 좋아하고요
156139.0324.wav|제가 촬영 같은 거 말고
156139.0325.wav|밤바다를 보러 간 적이 정말 어렸을 때 말고 없는 거 같아요 뭔가
156139.0326.wav|제 친구들이랑만 이렇게 밤바다를 보러 간 건 진짜 어렸을 때인 것 같아요
156139.0327.wav|그런데
156139.0328.wav|그게 올해인가?
"156139.0329.wav|친구들이랑 정말 즉흥적이었어요, 그것도"
156139.0330.wav|친구들이랑
156139.0331.wav|제가 전화해서 오늘 보고 싶다 그랬는데
"156139.0332.wav|그래, 오늘 네가 모이자고 했으니까 네가 가고 싶은 데 가자 이래서"
156139.0333.wav|나... 그냥 던진 거였어요
156139.0334.wav|바다 보러 가고 싶다 이랬는데
156139.0335.wav|저를 데리고 그냥 바다에 데리고 갔거든요
"156139.0336.wav|바다를 갔어요, 저를 데리고"
156139.0337.wav|갔는데
156139.0338.wav|너무 고마워서 막 신나서 갔는데 노래 들으면서 갔는데
156139.0339.wav|바다를 보러 갔는데 바닷물이 없는 거예요
156139.0340.wav|바다를 보러 갔는데 바닷물이 없는 거예요
"156139.0341.wav|갯벌인 거예요, 갯벌"
156139.0342.wav|그래서
156139.0343.wav|여기... 그 파도 소리 있잖아요
156139.0344.wav|휴대폰으로 파도 소리 틀고
156139.0345.wav|그냥 보면서 경치 좋네 이러면서
"156139.0346.wav|진짜 웃겼었는데, 그때"
156139.0347.wav|웃기지 않아요?
156139.0348.wav|밤바다를 보려고 친구들이랑 그 먼 거리를 갔는데
156139.0349.wav|갯벌밖에 없었다니까요
156139.0350.wav|그리고 그렇게 갯벌만 3시간을 보다가 다시 돌아왔어요
156139.0351.wav|다음 날 아침부터 스케줄이어서
156139.0352.wav|뭐 하러 갔는지 모르는데
156139.0353.wav|너무 즐거웠습니다
156139.0354.wav|진짜 웃긴 거 많은 거 같아요
156139.0355.wav|생일인 분들이 계시네요 생일 축하합니다
"156139.0356.wav|요즘 노래요, 제가 휴대폰을 바꿨는데"
156139.0357.wav|여러분들이 추천해주시면 안 돼요?
156139.0358.wav|제가 휴대폰을 바꿨는데 지금 리스트에 노래가 아예 없어요
156139.0359.wav|있다!
"156139.0360.wav|제가 옛날 노래, 또 좋아하는 노래들이 있어서"
156139.0361.wav|오랜만에 막 했던 거 기억나요
156139.0362.wav|예전에 그거 이거는 다시 언급하고 싶지 않은데
156139.0363.wav|잠깐만
156139.0364.wav|예전에 저희
156139.0365.wav|'Beautiful'
156139.0366.wav|'Beautiful'
156139.0367.wav|언제냐 그거
156139.0368.wav|잠깐만요
156139.0369.wav|뭐야?
"156139.0370.wav|뭐야, 뭐야 가만히 있어"
156139.0371.wav|이게 들리려나?
156139.0372.wav|이거 저번에 보니까 소리가 엄청 째지던데
156139.0373.wav|이거 틀진 말자
"156139.0374.wav|언제 거인지만 볼게요, 잠깐만요"
156139.0375.wav|뭐야
156139.0376.wav|언제 건지만 보자
156139.0377.wav|제가 이거 얘기했다고 막 다시 보고 그러지 마세요
156139.0378.wav|별로... 다시 보고 싶지 않으니까
156139.0379.wav|진짜 웃겨
156139.0380.wav|이거 언제 거야 6년 전이네!
"156139.0381.wav|잠깐만, 잠깐만"
156139.0382.wav|별로 보고 싶지 않아
"156139.0383.wav|여러분, 제가 얘기했다고 보지 마시고"
156139.0384.wav|2013년 10월에 데뷔했을 때였네요
"156139.0385.wav|2013년 10월 1일에 올라온 거니까 한... 8, 9월쯤"
156139.0386.wav|데뷔하고 바로 찍은 건가?
156139.0387.wav|데뷔했을 때 했는데
156139.0388.wav|미구엘 노래 'Beautiful'이라는 노래를 커버해서
156139.0389.wav|저희가 한국말로 바꿔서 노래를 부른 적이 있었는데
156139.0390.wav|갑자기 그 노래가 떠오른 거예요
156139.0391.wav|그러니까 우리 노래 말고 이 노래가 먼저 떠올랐었어요
156139.0392.wav|원래 이 노래를 좋아하던 노래여서
156139.0393.wav|들려요?
156139.0394.wav|이 노래가 갑자기 떠오른 거예요
156139.0395.wav|그래서 아무튼 그래서 틀었는데
156139.0396.wav|우리가 했던 게 기억이 나서 다시 보는데
156139.0397.wav|못 듣겠더라고
156139.0398.wav|이게 원곡은 너무 좋아요
156139.0399.wav|우리 노래도 너무 좋지만
"156139.0400.wav|저는 아닌 것 같아요, 제 부분은"
156139.0401.wav|그러니까 저 영상 다시 보시지 마시고요
"156139.0402.wav|아니야, 아니야"
"156139.0403.wav|보자, 보자, 보자 이건 좀 잘못됐어 이건 하지 마요"
"156139.0404.wav|안 볼 거야, 지금 안 볼 거야"
156139.0405.wav|나 이미 봤어요
"156139.0406.wav|옛날 영상 우리 2019년 전 거는 아예 보지 맙시다, 앞으로"
156139.0407.wav|19년부터 저는 처음 태어난...
156139.0408.wav|처음 데뷔한 사람 할게요
156139.0409.wav|무슨 소리인지 이해해요?
"156139.0410.wav|네, 여러분 인사드리겠습니다 신인 가수 지민입니다"
"156139.0411.wav|그러니까 2018년 거는 제가 아니에요 그거 보지 마요, 앞으로 18년까지는"
156139.0412.wav|아시겠죠?
156139.0413.wav|제발 끝나고 보지 마세요
"156139.0414.wav|보지 마세요, 제발"
156139.0415.wav|저는 못 보겠어요
156139.0416.wav|진짜요? 리스트에 항상 있어요?
156139.0417.wav|무튼 그것도 들었었고
156139.0418.wav|옛날에
156139.0419.wav|또 무슨 노래 들려드리지
156139.0420.wav|이 노래들은 다 그 19가 붙어 있는 노래네요
156139.0421.wav|그러니까 소개 안 할게요
156139.0422.wav|여기 보면 빨간색 테두리에 이렇게 19 적혀 있어서
156139.0423.wav|알겠습니다
156139.0424.wav|이제 정국이가 선배네
156139.0425.wav|정국 선배님 요즘 한창 또 외모에 물이 오르셔서요
156139.0426.wav|선배님 존경합니다
156139.0427.wav|제가 많이 존경하는 선배님들이죠
156139.0428.wav|저기 보니까 제이홉 선배님이랑 뷔 선배님도 계시네요
156139.0429.wav|제이홉 선배님 그냥 너무 그... 무대 너무 잘하시죠
156139.0430.wav|그리고 저기 뷔 선배님 항상 모니터를 하지만
156139.0431.wav|정말 항상 열심히 하시는데 얼굴도 진짜 열심히 하시는 것 같아요
156139.0432.wav|장난 없어
156139.0433.wav|등장하면 그냥 멋있더라고요
156139.0434.wav|멋있습니다
156139.0435.wav|방탄 선배님들 응원하고 사랑합니다
"156139.0436.wav|후배 중에 지민도 있어요, 신인 가수"
156139.0437.wav|언급해주시면 사랑해요
156139.0438.wav|어쩌다가 이번에 방탄 선배님들이랑 같이 이렇게 또 콘서트에 제가 게스트로 서기로 했습니다
156139.0439.wav|또 영광스럽게도 또 방탄 선배님들이 또 저를 또 이렇게 많이 좋아해주셔서
156139.0440.wav|첫 무대부터 끝 무대까지 게스트로 같이 서기로 했습니다
156139.0441.wav|그러니까 많은 응원 부탁드릴게요 여러분
156139.0442.wav|많은 응원 부탁드릴게요 26일이고요
156139.0443.wav|많은 아미 여러분들이 저도 많이 응원해 주셨으면 좋겠습니다
156139.0444.wav|아미 여러분 신인 가수 지민입니다
156139.0445.wav|스픽콘 스포를 해달라고요?
156139.0446.wav|저희 콘서트 이거 파이널이라서 다 아시잖아요
156139.0447.wav|저희 했었던 공연인데
156139.0448.wav|스포를 굳이 해 주자면
156139.0449.wav|그때 신인 가수인 제가 등장할 거고요 게스트로
"156139.0450.wav|그리고 멋지게, 당차게 인사를 드릴 예정이니까요"
156139.0451.wav|기대 많이 해주시고
156139.0452.wav|또 방탄 선배님들은 가만히 있어도 빛이 나시는데
156139.0453.wav|저는 가만히 있으면 안 되기 때문에
156139.0454.wav|지지 않기 위해 열심히 하겠습니다
156139.0455.wav|저 매력 있죠? 저 매력 있어요
156139.0456.wav|그 멘트는 누가 했는지 모르겠는데 저 매력 있어요
156139.0457.wav|커버 곡 듣고 싶어요
156139.0458.wav|저거요? 싫어요
156139.0459.wav|너무 싫어요
156139.0460.wav|싫어
156139.0461.wav|너무 싫다
156139.0462.wav|난 저거 들으면 안 될 거 같은데
156139.0463.wav|저거 누구죠? 방탄 선배님이죠? 맞다
156139.0464.wav|그거... 그래요
156139.0465.wav|선배님들 영상은 따로 보시고
156139.0466.wav|제가 누구냐면요 저 지민이고요
156139.0467.wav|여러분들이 지금 얘기하는...
156139.0468.wav|자꾸 뭔가 놀리고 싶어서 그러시는 거 같은데
156139.0469.wav|그거 저 아니고요
156139.0470.wav|저는 올해 데뷔했다니까요
156139.0471.wav|그건 없는 얘긴데 그거 하시면 안 되죠
156139.0472.wav|장염 걸리신 분이 있네
156139.0473.wav|장염 때 그거 조심해야 돼요
156139.0474.wav|장염 때는 뭐 어떻게 해야 되지? 기다려봐요
156139.0475.wav|장염 걸린 분이 있대요
156139.0476.wav|여러분 장염 걸리면 어떻게 해야 되나요?
156139.0477.wav|화장실 엄청 가지 않나?
156139.0478.wav|그거 되게 아플 텐데 배
156139.0479.wav|장염
156139.0480.wav|장염
156139.0481.wav|장염을 멈추기 위해서는...
156139.0482.wav|제가 또 도와드리겠습니다 잠시만 기다리세요
156139.0483.wav|대변 얘기가 나오네
156139.0484.wav|이렇게 웃으면 안 돼 되게 심각한 일이라서
156139.0485.wav|장염
156139.0486.wav|뭐 하라고?
156139.0487.wav|약 먹어야 된대요
"156139.0488.wav|죄송해요, 이런 말밖에... 잠깐만요"
156139.0489.wav|약 먹어야 되고요
156139.0490.wav|잠깐만 잠깐만요
156139.0491.wav|소화가 잘 되는 음식을 드시고요
156139.0492.wav|여기 여러분들이 써주고 계시네
156139.0493.wav|그렇습니다 우리는 하나입니다 여러분
156139.0494.wav|다 같이 행복하게 지내요
156139.0495.wav|여기 팬분들은 이온음료 드시라 했는데
156139.0496.wav|여기는 미음 같은 것처럼 부담이 없고
156139.0497.wav|소화가 잘 되는 음식을 천천히 먹고
156139.0498.wav|술 마시지 말래요
156139.0499.wav|장염인데 술 먹는 그런 미련한 행동은 하지 맙시다 우리
156139.0500.wav|매운 거 먹지 마시고요
156139.0501.wav|그리고 따뜻한 물 자주 마셔주는 게 좋다고 합니다
156139.0502.wav|장염 한 방에 나읍시다
156139.0503.wav|약 잘 챙겨 드시고 아시겠죠?
156139.0504.wav|장염 걸리면 화장실 엄청 가잖아요
156139.0505.wav|그 아픔을 알지 또
156139.0506.wav|음식도 있네 너무 장염 얘기하나?
156139.0507.wav|부끄러우실 텐데
156139.0508.wav|장염 기다려보세요
156139.0509.wav|유제품이 안 좋다네요 전 이건 또 몰랐네
156139.0510.wav|유제품이 안 좋대요
156139.0511.wav|우유도 유제품 아닌가?
156139.0512.wav|저는 오히려 괜찮을 줄 알았는데 안 좋다네요
156139.0513.wav|발효 음식도 피하세요
156139.0514.wav|뜨겁거나 차가운 음식
